family,dataset,task_type,model,scenario,seed,fraction,baseline_value,metric,metric_direction,observed_value,degradation,relative_degradation
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,0.01,0.8729183187946076,roc_auc,higher,0.8622125297383029,0.010705789056304704,0.012264365205541885
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,0.02,0.8729183187946076,roc_auc,higher,0.8748017446471055,-0.0018834258524978997,-0.002157619804678493
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,0.05,0.8729183187946076,roc_auc,higher,0.8645915939730373,0.008326724821570264,0.009538950715421395
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,0.1,0.8729183187946076,roc_auc,higher,0.8590404440919905,0.013877874702617032,0.015898251192368908
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,0.2,0.8729183187946076,roc_auc,higher,0.8819389373513085,-0.009020618556700888,-0.01033386327503958
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,0.5,0.8729183187946076,roc_auc,higher,0.7828112609040445,0.09010705789056306,0.10322507381330912
moleculenet,MoleculeNet-BACE,classification,rf,random_label_noise,1,1.0,0.8729183187946076,roc_auc,higher,0.4652061855670103,0.40771213322759725,0.4670679082443789
moleculenet,MoleculeNet-BACE,classification,lgbm,random_label_noise,1,0.01,0.883624107850912,roc_auc,higher,0.8749008723235527,0.008723235527359319,0.009872111285618218
moleculenet,MoleculeNet-BACE,classification,lgbm,random_label_noise,1,0.02,0.883624107850912,roc_auc,higher,0.8760904044409199,0.007533703409992154,0.008525914292124842
moleculenet,MoleculeNet-BACE,classification,lgbm,random_label_noise,1,0.05,0.883624107850912,roc_auc,higher,0.8749008723235527,0.008723235527359319,0.009872111285618218
moleculenet,MoleculeNet-BACE,classification,lgbm,random_label_noise,1,0.1,0.883624107850912,roc_auc,higher,0.8614195083267248,0.022204599524187296,0.025129010545209943
moleculenet,MoleculeNet-BACE,classification,lgbm,random_label_noise,1,0.2,0.883624107850912,roc_auc,higher,0.88659793814433,-0.0029738302934179117,-0.0033654924837334408
