mode,target_rate,mean_delta,median_delta,ci_lower,ci_upper,fraction_delta_positive,dataset,family,task,metric_name,sota_model,baseline_model
leakage_curve,0.1,0.0166886515244524,0.0163019927443976,-0.0379550928973629,0.0705606986814552,0.717,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.25,0.0152622055157413,0.0157217341637661,-0.0447394411157562,0.0762685815462399,0.679,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.5,0.0175695571836108,0.0186204333041732,-0.0450670560322511,0.0768875051252997,0.707,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.75,0.0189510393635696,0.0190994430028408,-0.0302417613749135,0.069845201765436,0.753,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,observed,0.0140923488414999,0.0135766289404084,-0.0444732214120807,0.0784119808726707,0.669,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
observed_composition,observed,0.0140359257564564,0.0140359257564564,0.0140359257564564,0.0140359257564564,1.0,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.0,0.0121673023748575,0.0122300056699967,-0.1428749352811237,0.1847951435187329,0.6025,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.05,0.0138014948505041,0.0115424799830496,-0.1413262148237626,0.1946614940272187,0.6045,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.1,0.0151458062444276,0.0168525289683527,-0.1464776011103125,0.1825731791528454,0.634,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.25,0.0132870045900519,0.0119165328276132,-0.1404878359277534,0.1946487922558286,0.602,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.5,0.0140555064707296,0.012415536847605,-0.1358953413596988,0.1749136610195313,0.6175,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.75,0.014791169918323,0.0125933229569998,-0.13546282318842,0.1852248228410478,0.6065,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,observed,0.0121675620532154,0.0105720410233162,-0.1390249201614021,0.1945981702976267,0.595,tdc/Caco2_Wang,tdc,regression,rmse,lgbm_advanced,ecfp_rf
clean_reference,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,0.05,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,0.1,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,0.25,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,0.5,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,0.75,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
conflict_curve,observed,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,0.05,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,0.1,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,0.25,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,0.5,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,0.75,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
leakage_curve,observed,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
observed_composition,observed,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,0.05,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,0.1,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,0.25,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,0.5,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,0.75,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
random_matched_control,observed,0.0,0.0,0.0,0.0,0.0,tdc/Clearance_Hepatocyte_AZ,tdc,regression,rmse,ecfp_rf,ecfp_rf
clean_reference,0.0,2.3013533089872733,2.3013533089872737,2.3013533089872737,2.3013533089872737,1.0,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.0,2.990866666820929,3.4607178433382444,-27.479219156413617,22.112390601773665,0.669,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.05,2.454852355858841,2.737916109814793,-27.42379559891893,23.11339350019812,0.647,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.1,2.545243089203636,3.233448721537468,-26.058564404627173,23.12542333041383,0.642,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.25,1.61360527307645,2.7346125418705824,-27.68130147988933,18.96901437225887,0.621,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.5,0.449199902739867,2.406785402222809,-28.88013189668913,16.00413982481821,0.598,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.75,0.1252151933084347,2.406785402222809,-28.88013189668913,16.00413982481821,0.594,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,observed,2.6062405588084494,3.301682018483145,-27.39212709962612,22.784284655485116,0.658,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.0,2.1356815695336704,2.2536671228074567,-5.543635835282517,9.858920536760616,0.725,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.05,1.8456374335242576,1.898897062042728,-5.670211952843022,9.051036672659984,0.7,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.1,1.7372453821928042,1.9733359194299496,-5.613721875161295,8.532962447534375,0.684,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.25,1.500608688106256,1.6156376075827945,-6.204800956411135,8.410033491516948,0.671,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.5,0.8138837453277953,0.8762867254425508,-5.84323916442392,7.103618598777948,0.628,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.75,0.4069072185433964,0.7225089268838403,-5.687061893342674,4.900423758733597,0.624,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,observed,2.0030394293273264,2.2970606027909035,-5.569767596280011,8.88843245119539,0.727,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
observed_composition,observed,0.9777911988888592,0.977791198888859,0.977791198888859,0.977791198888859,1.0,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.0,0.9007849487535078,1.2740901300301282,-19.228981617193494,16.708996037311998,0.5885,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.05,1.2877515359266565,1.5075240892071555,-17.47797150549135,17.441587653600777,0.5995,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.1,1.3140884914011544,1.4661781657432194,-16.42653604765305,17.112577808122474,0.604,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.25,0.9085798202845716,1.2784028372209413,-22.0787117244,16.994038245630758,0.6005,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.5,0.7785741239116053,1.1250427064754227,-20.734239718241486,16.399027691673886,0.579,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.75,0.8081723989999311,1.1261160452244177,-20.699800630554524,16.703025777995837,0.5795,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,observed,0.9054038045668534,1.2745889074571544,-20.97541402102619,16.682756012031952,0.6035,tdc/Clearance_Microsome_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
clean_reference,0.0,0.0,0.0,0.0,0.0,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.0,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.05,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.1,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.25,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.5,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.75,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,observed,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
observed_composition,observed,0.0,0.0,0.0,0.0,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.0,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.05,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.1,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.25,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.5,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.75,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,observed,,,,,0.0,tdc/HIA_Hou,tdc,classification,auroc,ecfp_rf,ecfp_rf
clean_reference,0.0,23.863299968393047,23.86329996839304,23.86329996839304,23.86329996839304,1.0,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,0.0,1.5179012245249683,-8.343916887657853,-51.64059810160543,185.7130045757432,0.299,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,0.05,1.06991896417979,-9.599396186994657,-52.3787015880874,185.6914080126037,0.299,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,0.1,3.4870994555964256,-6.570966692559253,-49.51921220921795,185.5925808793453,0.329,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,0.25,-6.898845746653926,-2.126397028924821,-50.31202641746204,12.297716391397678,0.427,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,0.5,6.582611430438594,12.2570134217756,-42.99900663006618,15.857432981768104,0.781,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,0.75,4.997991493409155,10.108895143022051,-42.99900663006618,15.857432981768104,0.74,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
conflict_curve,observed,2.0353771973366,-8.694788832719043,-48.36843680424425,185.56501506506504,0.294,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,0.0,0.4857137676079621,-7.282466000623007,-39.894819740275885,130.76177032668454,0.293,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,0.05,-2.246839562958402,-8.527916694921242,-41.0202583141119,130.0682790687659,0.284,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,0.1,10.254182940166258,4.851626440924434,-26.387885169880157,131.4731206369645,0.645,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,0.25,19.07240844900746,15.02946462126028,-18.275388047633506,133.0681431961953,0.843,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,0.5,68.9705631555314,65.39980754797713,53.60960598309628,144.96578703592797,1.0,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,0.75,65.63999042535431,66.30894317030229,57.878656630909845,66.97794119067726,1.0,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
leakage_curve,observed,0.2792465127843405,-7.35356742146692,-38.9179268368416,130.8224601155838,0.278,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
observed_composition,observed,19.212141830009053,19.21214183000906,19.21214183000906,19.21214183000906,1.0,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,0.0,-1.53651068654029,-6.667148650521169,-55.09764310161149,130.59844135935612,0.3585,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,0.05,-3.2945006176219085,-8.094229779746684,-53.91274265087573,130.28540304811372,0.331,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,0.1,-1.1376082978405997,-7.369710508913945,-53.68717284348209,131.18957912952428,0.34,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,0.25,-1.1956830134672525,-7.019931524656117,-54.07383347002395,130.95083246942897,0.3675,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,0.5,-1.4682995673103365,-7.853195393932205,-53.33855467394865,176.6843099553971,0.3345,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,0.75,-0.4105181367924523,-6.314438452213939,-53.34481909614458,133.17993660698693,0.359,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
random_matched_control,observed,-1.3340199002582849,-7.132707083558147,-53.13105155705996,131.41710897051394,0.345,tdc/Half_Life_Obach,tdc,regression,rmse,torch_mlp_basic,ecfp_rf
clean_reference,0.0,0.6158891540261637,0.615889154026164,0.615889154026164,0.615889154026164,1.0,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.0,0.3812221906549699,0.1370142375523586,-0.4994803769438977,1.85318844923203,0.687,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.05,0.3758827070888267,0.1404554296314567,-0.4906262084949799,1.834929300474033,0.691,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.1,0.3561940214431917,0.1139328995143862,-0.5452778640063463,1.833845264344771,0.656,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.25,0.3436605841163749,0.1054981774949282,-0.5538211718701099,1.8403282582866196,0.647,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.5,0.1308087490865175,0.0123991389468078,-0.7114120676230459,1.809454335209719,0.517,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.75,-0.1034250079449968,-0.1896671105169456,-0.8455698509458346,1.798134469652263,0.233,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,observed,0.3231662133370696,0.1039453937571854,-0.5850264287676743,1.8268732384104176,0.63,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
observed_composition,observed,0.4397899508338883,0.4397899508338885,0.4397899508338885,0.4397899508338885,1.0,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.0,0.2445032953908409,0.1132706376459774,-0.5541469767965476,1.851941201484065,0.658,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.05,0.2712422032815641,0.1269658444471394,-0.5549513290455614,1.8547050643178928,0.669,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.1,0.2553664262418967,0.1374831097531333,-0.5496134695870311,1.8602757092905076,0.674,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.25,0.2621604821473397,0.1223224117690607,-0.4680129565338827,1.8416953164080292,0.682,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.5,0.2482149331666722,0.1277200798484236,-0.491609394187357,1.8319272563978504,0.667,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.75,0.2653555601871422,0.1337830985969234,-0.5264909682225385,1.8559645556498168,0.693,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,observed,0.250638621246432,0.1330471711745724,-0.5541526686849763,1.8572156049842448,0.682,tdc/HydrationFreeEnergy_FreeSolv,tdc,regression,rmse,lgbm_advanced,ecfp_rf
clean_reference,0.0,0.080182046217611,0.080182046217611,0.080182046217611,0.080182046217611,1.0,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.0,0.2025024684170155,0.2010221089821905,-0.8355858124516113,1.1315757590567588,0.654,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.05,0.2072553751822034,0.2308225868114903,-0.8355858124516113,1.1315757590567588,0.697,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.1,0.2019305056725829,0.2249399509886909,-0.8994349556737917,1.055950366125766,0.682,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.25,0.1808350350672862,0.2067391598920361,-0.8355858124516113,1.055950366125766,0.68,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.5,0.1969300897856267,0.2067391598920361,-0.8371820410321658,1.055950366125766,0.676,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.75,0.4526061834664202,0.4526061834664203,0.4526061834664203,0.4526061834664203,1.0,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,observed,0.1902076122537565,0.2067391598920361,-0.8355858124516113,1.0578410009490389,0.666,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.0,0.0794472119514393,0.0792216907226676,0.0172692267459029,0.145802327978797,0.992,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.05,0.0806976479831018,0.0801517603921109,0.017656859125382,0.1451471317427091,0.99,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.1,0.0787976567758542,0.0778151787648161,0.0160072112798515,0.141966467593012,0.995,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.25,0.0744270467894234,0.0738587752826862,0.0092229254145591,0.1421533398631913,0.986,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.5,0.0615860278233698,0.0613273115488162,-0.0008892230075779,0.1268092340435649,0.972,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.75,0.053191512811148,0.054273854275502,-0.0037126085958372,0.106885506894382,0.964,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,observed,0.0775351212155824,0.0774641506673433,0.012346048363193,0.1394388013573378,0.99,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
observed_composition,observed,0.0760928997318848,0.0760928997318848,0.0760928997318848,0.0760928997318848,1.0,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.0,0.0433233075022738,0.063376428633974,-0.3304514346052021,0.4598416220529726,0.7415,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.05,0.0367608754219942,0.0601472065444555,-0.3491605078319975,0.4404879619512061,0.7355,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.1,0.0397445996622038,0.0645157833455931,-0.3418317673061279,0.4404879619512061,0.729,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.25,0.0415022540132481,0.0631738107714544,-0.3248897583956891,0.4023446846506329,0.734,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.5,0.0432434583449857,0.0655868242460629,-0.3248897583956891,0.4030964071413929,0.735,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.75,0.0359779489984406,0.0621381235639465,-0.3418317673061279,0.3318162817588255,0.7335,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,observed,0.034474912404594,0.0619487120690451,-0.3485309352502668,0.3548340938307373,0.726,tdc/Lipophilicity_AstraZeneca,tdc,regression,rmse,lgbm_advanced,ecfp_rf
clean_reference,0.0,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.0,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.05,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.1,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.25,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.5,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.75,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,observed,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
observed_composition,observed,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.0,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.05,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.1,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.25,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.5,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.75,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,observed,0.0,0.0,0.0,0.0,0.0,tdc/PAMPA_NCATS,tdc,classification,auroc,ecfp_rf,ecfp_rf
clean_reference,0.0,1.093895746082049,1.093895746082049,1.093895746082049,1.093895746082049,1.0,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.0,-0.0108224471280733,0.0760089472473879,-16.01217033537869,20.41450631418492,0.513,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.05,-0.228565274369635,-0.2327346287101122,-11.05020125819253,11.988953057896566,0.5,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.1,-0.2572494586857801,-0.5414782046676123,-10.92297128185443,11.988953057896566,0.496,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.25,-0.2525064731075613,-0.5414782046676123,-16.01217033537869,20.41450631418492,0.495,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.5,0.121421841010436,0.3978082582191433,-16.01217033537869,20.41450631418492,0.528,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
